4.035316772460937500e+02,2.334572448730468750e+02
4.045386352539062500e+02,2.257307891845703125e+02
4.324515686035156250e+02,4.222533264160156250e+02
4.340794982910156250e+02,3.950916748046875000e+02
4.405791625976562500e+02,4.781183471679687500e+02
4.379984130859375000e+02,3.877198486328125000e+02
4.451753845214843750e+02,4.822655944824218750e+02
4.459947509765625000e+02,4.342659301757812500e+02
4.459947509765625000e+02,4.342659301757812500e+02
4.744009704589843750e+02,2.113657379150390625e+02
4.528553771972656250e+02,4.074766845703125000e+02
4.614093322753906250e+02,2.509201965332031250e+02
4.614093322753906250e+02,2.509201965332031250e+02
4.540296630859375000e+02,3.376849975585937500e+02
4.547200012207031250e+02,3.898320922851562500e+02
4.549639892578125000e+02,3.776798400878906250e+02
4.591576538085937500e+02,4.954461669921875000e+02
4.561844787597656250e+02,4.167173461914062500e+02
4.559358825683593750e+02,3.715560913085937500e+02
4.672360839843750000e+02,2.475460968017578125e+02
4.581817321777343750e+02,3.869519653320312500e+02
4.605837097167968750e+02,5.001279602050781250e+02
4.594227294921875000e+02,4.066492004394531250e+02
4.597265319824218750e+02,3.149254455566406250e+02
5.167059326171875000e+02,5.728043212890625000e+02
4.618441162109375000e+02,4.150963134765625000e+02
4.618441162109375000e+02,4.150963134765625000e+02
4.728143920898437500e+02,2.480151824951171875e+02
4.663819274902343750e+02,5.253215942382812500e+02
4.702955932617187500e+02,2.591788940429687500e+02
4.631147460937500000e+02,3.690393676757812500e+02
4.665994567871093750e+02,5.030791931152343750e+02
4.642498168945312500e+02,4.054032592773437500e+02
4.750305175781250000e+02,2.580840759277343750e+02
4.830109863281250000e+02,2.390960845947265625e+02
4.672435302734375000e+02,3.286926269531250000e+02
4.787629394531250000e+02,2.530887298583984375e+02
4.672084045410156250e+02,3.484316406250000000e+02
4.688291625976562500e+02,4.155233459472656250e+02
4.688291625976562500e+02,4.155233459472656250e+02
4.689325561523437500e+02,3.364284667968750000e+02
4.812388610839843750e+02,2.582435607910156250e+02
4.718764038085937500e+02,4.245356750488281250e+02
4.715280151367187500e+02,3.918042297363281250e+02
4.815718078613281250e+02,2.603118286132812500e+02
4.853936462402343750e+02,2.531866302490234375e+02
4.900112915039062500e+02,2.503972930908203125e+02
4.795046081542968750e+02,5.363347167968750000e+02
4.779325256347656250e+02,5.177112426757812500e+02
4.763515014648437500e+02,4.022655334472656250e+02
4.983566589355468750e+02,2.331089477539062500e+02
4.760893249511718750e+02,3.359858093261718750e+02
4.805418395996093750e+02,5.822517089843750000e+02
4.763273620605468750e+02,3.501599731445312500e+02
4.766411437988281250e+02,3.835095214843750000e+02
4.780536499023437500e+02,3.571390686035156250e+02
4.786940917968750000e+02,4.300181274414062500e+02
4.796762084960937500e+02,4.597114868164062500e+02
4.796762084960937500e+02,4.597114868164062500e+02
4.925746154785156250e+02,2.570963439941406250e+02
4.886511535644531250e+02,2.669557800292968750e+02
4.834754333496093750e+02,5.854708862304687500e+02
4.810090942382812500e+02,4.782468872070312500e+02
4.810090942382812500e+02,4.782468872070312500e+02
4.980015869140625000e+02,2.473481140136718750e+02
4.924700317382812500e+02,2.637523803710937500e+02
4.966431274414062500e+02,2.566786804199218750e+02
