4.770818786621093750e+02,2.799330139160156250e+02
4.779804382324218750e+02,2.718840637207031250e+02
5.177734375000000000e+02,4.739619750976562500e+02
5.214695434570312500e+02,4.464997863769531250e+02
5.259220581054687500e+02,5.294583740234375000e+02
5.273117675781250000e+02,4.374937438964843750e+02
5.345958862304687500e+02,5.348796997070312500e+02
5.372712402343750000e+02,4.862185974121093750e+02
5.372712402343750000e+02,4.862185974121093750e+02
5.466467895507812500e+02,2.522329406738281250e+02
5.488443603515625000e+02,4.576616821289062500e+02
5.507911987304687500e+02,2.951634216308593750e+02
5.507911987304687500e+02,2.951634216308593750e+02
5.515744628906250000e+02,3.850920715332031250e+02
5.516527709960937500e+02,4.389299316406250000e+02
5.525204467773437500e+02,4.265886840820312500e+02
5.529707031250000000e+02,5.463117675781250000e+02
5.532456054687500000e+02,4.666734619140625000e+02
5.551019897460937500e+02,4.207523498535156250e+02
5.558767700195312500e+02,2.911455383300781250e+02
5.561912841796875000e+02,4.352286376953125000e+02
5.567183837890625000e+02,5.523204956054687500e+02
5.580252685546875000e+02,4.561275939941406250e+02
5.590982666015625000e+02,3.610631408691406250e+02
5.613176269531250000e+02,6.200874633789062500e+02
5.617943725585937500e+02,4.647528381347656250e+02
5.617943725585937500e+02,4.647528381347656250e+02
5.621489868164062500e+02,2.907742614746093750e+02
5.626749877929687500e+02,5.777250976562500000e+02
5.639817504882812500e+02,3.028333435058593750e+02
5.643218994140625000e+02,4.175567321777343750e+02
5.644076538085937500e+02,5.543334350585937500e+02
5.652607421875000000e+02,4.544985351562500000e+02
5.678801879882812500e+02,3.020031127929687500e+02
5.687738647460937500e+02,2.811581420898437500e+02
5.697444458007812500e+02,3.749568176269531250e+02
5.703981323242187500e+02,2.963149108886718750e+02
5.708903808593750000e+02,3.953441772460937500e+02
5.718889160156250000e+02,4.648093261718750000e+02
5.718889160156250000e+02,4.648093261718750000e+02
5.725392456054687500e+02,3.846501770019531250e+02
5.753466186523437500e+02,3.010675048828125000e+02
5.757026977539062500e+02,4.735116577148437500e+02
5.764371948242187500e+02,4.402947082519531250e+02
5.764478149414062500e+02,3.041965637207031250e+02
5.773189697265625000e+02,2.960068054199218750e+02
5.815380249023437500e+02,2.922936096191406250e+02
5.815650024414062500e+02,5.872754516601562500e+02
5.817844848632812500e+02,5.691016235351562500e+02
5.818117675781250000e+02,4.501380310058593750e+02
5.820008544921875000e+02,2.737629394531250000e+02
5.824408569335937500e+02,3.820434265136718750e+02
5.826192016601562500e+02,6.354540405273437500e+02
5.839013671875000000e+02,3.976906433105468750e+02
5.840102539062500000e+02,4.312248840332031250e+02
5.860330200195312500e+02,4.041985168457031250e+02
5.862553710937500000e+02,4.794426879882812500e+02
5.863471069335937500e+02,5.088958435058593750e+02
5.863471069335937500e+02,5.088958435058593750e+02
5.863737792968750000e+02,3.000534667968750000e+02
5.871345214843750000e+02,3.105074768066406250e+02
5.871705932617187500e+02,6.386849975585937500e+02
5.872590942382812500e+02,5.280596313476562500e+02
5.872590942382812500e+02,5.280596313476562500e+02
5.887103271484375000e+02,2.889394836425781250e+02
