3.913456546147118242e-01,2.235988229759149071e-01,2.625196912112021774e+00
5.870219835559638000e-01,2.162375866475493846e-01,3.210134031960408585e+00
3.468118681389789071e-01,1.483374305701855855e-01,2.478356091169316766e+00
7.152319008449935234e-02,-2.904378895823755968e-02,1.696185869062415419e+00
4.092930439148940169e-01,1.800511633969462122e-01,2.669774101376406250e+00
9.313961686728401690e-02,3.045395302530455317e-01,1.818545217530761926e+00
1.005750221838844077e-01,3.115590851402645911e-01,1.837543411633570933e+00
1.255121123313145182e+00,5.678151907655836217e-01,5.279404968765816442e+00
7.152319008449935234e-02,-2.904378895823755968e-02,1.696185869062415419e+00
4.089827285445589156e-01,4.235829038589307149e-01,2.718647533536600047e+00
1.368146332321849235e+00,4.592768872794613655e-01,5.604942967011259825e+00
1.108935776503993553e+00,5.754708972159686686e-01,4.851137357251559479e+00
4.645538999519723267e-01,3.627869752920313551e-01,2.872777729211741793e+00
6.214392960573217328e-01,-1.223875255700548892e-02,3.271777762321280925e+00
1.012991282430203643e+00,1.964328248412627320e-01,4.485914482477326715e+00
9.132756277930222932e-01,-1.877391099155716891e-01,4.120788903839947892e+00
4.933735345685931750e-01,4.266385031439083875e-01,2.973238864651610136e+00
7.269260429298869397e-01,6.299474493340910808e-01,3.705775914869469112e+00
3.562666493808076540e-01,4.049479440085959059e-01,2.560024937954057389e+00
1.429873429377400973e-01,2.890059834235124137e-01,1.939028458825905687e+00
8.302384446872325130e-01,-3.818740875895210163e-02,3.894784178290672472e+00
5.110147362936590110e-01,-1.410074035743738574e-02,2.941113559238275776e+00
1.677634603685343451e-01,6.921886568107396553e-02,1.955916491660547596e+00
8.954940392592440901e-01,-9.651911818211247884e-02,4.079519908164639830e+00
3.392936428619492406e-01,2.787489343142053599e-02,2.436435785363884499e+00
5.627425568834563130e-01,5.444941311607673917e-01,3.201931132687098724e+00
4.726122491536996484e-01,-3.701877293514536232e-02,2.822970151601291278e+00
4.193902386815381855e-01,4.853360295796811386e-01,2.762354425323070739e+00
6.274498069915170895e-01,-2.193547383024129632e-02,3.291196413091912909e+00
5.733620477452227027e-01,-1.211248024272637697e-01,3.110741711482245986e+00
6.226519171654938678e-02,-3.322545679013305664e-02,1.671829596134976281e+00
8.068850737805749462e-02,9.211512867279654515e-02,1.740396474911828806e+00
7.085202180319585263e-01,4.963554342888598647e-01,3.637289677536774235e+00
3.392936428619492406e-01,2.787489343142053599e-02,2.436435785363884499e+00
1.579409901708630271e+00,6.494357215033288444e-01,6.271536232420801937e+00
6.120393291748345010e-01,4.622165893010069526e-01,3.334796296549888961e+00
4.785788310195803752e-01,-6.985777096388469387e-02,2.834705950749452974e+00
1.226677883704592631e+00,5.953110764417794964e-01,5.205841648189258208e+00
5.296994505739373027e-01,3.466738662428125450e-01,3.062037017400891070e+00
4.726122491536996484e-01,-3.701877293514536232e-02,2.822970151601291278e+00
1.108109498052008979e+00,2.195012637804312494e-01,4.773297057867408988e+00
1.012991282430203643e+00,1.964328248412627320e-01,4.485914482477326715e+00
1.442121906069842918e+00,6.311477141563773818e-01,5.857368027729134674e+00
1.943799823305449204e+00,7.604426793755134639e-01,7.388172136359767883e+00
3.821207285718341562e-01,1.004649220266713994e-01,2.575002357303304734e+00
9.987705303304919013e-01,6.612525694524479247e-01,4.537441921205864759e+00
9.142153440398610442e-01,-7.152544238197693083e-02,4.138298450505354609e+00
5.816354151929118421e-01,5.810572382362683141e-01,3.270128131884442180e+00
9.142153440398610442e-01,-7.152544238197693083e-02,4.138298450505354609e+00
8.855625851363119194e-01,-3.782696352162229214e-02,4.060425230532953123e+00
1.177635092999779476e-01,3.300188961213057492e-01,1.885036264572903963e+00
7.152859609721586853e-01,-6.958727432457673112e-02,3.542639199371697689e+00
6.587774030296821293e-01,-9.657317896638177232e-03,3.380695479516860669e+00
8.954940392592440901e-01,-9.651911818211247884e-02,4.079519908164639830e+00
5.568099666470989195e-01,3.336649629587056798e-01,3.142014988740995829e+00
6.536088751348079207e-01,4.907193912609152386e-01,3.468286418166674157e+00
7.788835902006036038e-01,5.125125461906869795e-01,3.845924449787867960e+00
8.162359625939269447e-02,5.062146614954861346e-02,1.733811677986778710e+00
7.506684703583971219e-02,8.021006895358427646e-02,1.723641126220610165e+00
1.831169266668982443e-01,-1.408210665332662037e-01,2.018395749049404220e+00
1.641947741749094192e+00,1.018160201192360587e-02,6.341358931144414512e+00
7.641706493962248103e-01,6.301510176741883518e-01,3.826549244898103552e+00
8.119652181066947527e-01,1.005726560168751366e-01,3.860252105667288269e+00
5.746986593920627717e-01,-1.214982159208226331e-01,3.117990842472430746e+00
7.506684703583971219e-02,8.021006895358427646e-02,1.723641126220610165e+00
9.142153440398610442e-01,-7.152544238197693083e-02,4.138298450505354609e+00
3.195716073114749367e-01,-1.826726752220666009e-02,2.366467470434637566e+00
1.939343473956343988e+00,-3.677062972770133720e-01,7.177358115600693367e+00
8.670865705102795418e-03,-1.547943491675359551e-01,1.545820777569939075e+00
7.195635649315306193e-01,5.082673859959571105e-01,3.667516663194589910e+00
1.317119527365047782e+00,3.644004070276785079e-01,5.427049286917275062e+00
9.380119321816642319e-01,6.033347774126688323e-01,4.344843370007600569e+00
8.824090713141062858e-01,-6.948644720321259238e-02,4.045906945627556262e+00
1.198056204665385094e+00,2.543784849102189161e-01,5.053608758861138028e+00
1.641947741749094192e+00,1.018160201192360587e-02,6.341358931144414512e+00
4.643982808931508277e-01,4.744958918267274672e-01,2.897547546953440634e+00
9.170353068584310985e-02,7.348480349603048190e-02,1.763703829204850582e+00
4.337139367434406090e-01,4.122478153536937029e-01,2.791797550522503446e+00
9.066939415716263051e-02,2.162505997013746961e-01,1.793574793084888874e+00
1.823874248825043676e+00,6.026722276780566157e-01,7.007106855522003741e+00
9.575446332835828578e-01,-8.845775184717231260e-03,4.280056027460611645e+00
1.085643692823296202e+00,-3.526777334389877283e-01,4.647423164832535925e+00
6.782233424011611111e-01,5.817231820545707421e-01,3.559360437074913008e+00
8.656440622598295942e-01,-8.266288638054793136e-02,3.994807973133351897e+00
5.448847754888372918e-01,2.944207206756047079e-02,3.049601356394373575e+00
7.578174261927975719e-01,4.426925126537349653e-02,3.689164223539508569e+00
8.329337035273713941e-01,5.280011510343568526e-01,4.014831628567455013e+00
9.170353068584310985e-02,7.348480349603048190e-02,1.763703829204850582e+00
6.691010508379385824e-02,6.709563311319102774e-02,1.701095313706311840e+00
3.212837057520362971e-01,1.316816119393478084e-02,2.379197481391341462e+00
6.874152004998346221e-01,2.675414182355313406e-02,3.477464358732407668e+00
1.480835215002515914e+00,6.844672144488196386e-01,5.980865565745499879e+00
1.139406016308349479e+00,-2.215259434508547176e-01,4.791090652586849963e+00
6.225162273395771217e-01,-1.364665951349926520e-01,3.265179669200548584e+00
3.548901580497023089e-01,1.115605358756828203e-01,2.498158644082237423e+00
1.732378449937274967e+00,3.115426543996132058e-01,6.673303503106089885e+00
5.763321661746356739e-01,4.597109034100835823e-01,3.227142739121427795e+00
8.984112958362846513e-01,1.148998476838115207e-02,4.106188382044155816e+00
1.350283684105708426e+00,4.687794820909049753e-01,5.547575079334159831e+00
